state_district,election,name,party,incumbent_challenger_open,receipts,from_individuals,from_committees,from_candidate,disbursements,cash_on_hand,debts,district,election_year,total_pop,male_pop_percent,female_pop_percent,under_five_percent,five_to_nine_percent,ten_to_fourteen_percent,fifteen_nineteen_percent,twenty_to_twentyfour_percent,twentyfive_to_thirtyfour_percent,thirtyfive_to_fortyfour_percent,fortyfive_to_fiftyfour_percent,fiftyfive_to_fiftynine_percent,sixty_to_sixtyfour_percent,sixtyfive_to_seventyfour_percent,seventyfive_to_eightyfour_percent,over_eightyfive_percent,median_age,eighteen_and_over_percent,twentyone_and_over_percent,sixtytwo_and_over_percent,sixtyfive_and_over_percent,eighteen_and_over_male_percent,eighteen_and_over_female_percent,sixtyfive_and_over_male_percent,sixtyfive_and_over_female_percent,white_pop_percent,black_pop_percent,american_indian_alaska_native_pop_percent,asian_pop_percent,native_hawaiian_pacific_islander_pop_percent,other_race_pop_percent,hispanic_pop_percent,total_housing_units,last_name,first_name,prefix,first_last_name,district_from_length,candidate_name,spent,won,lost,incumbent,challenger,open_seat,election_year_from_length,party_from_length,year,Last_name,firstlast_name
CA44,2014,HAHN JANICE,Democratic Party,Incumbent,525815.96,146533.51,379282.45,0,417619.64,146115.28,54728.03,CA44,2014,706791,49.7,50.3,8.2,7.9,7.4,8.2,8.6,14.6,13.1,13.2,5.3,4.3,5.3,2.9,1.1,31.5,71.7,66.6,11.7,9.3,48.7,51.3,42.2,57.8,6.2,16.4,0.1,5.8,0.6,0.2,69.4,190356,Hahn,Janice,,Janice Hahn,CA44,Janice Hahn,"$723,717 ",1,0,1,0,0,2014,Democrat,2011,Hahn,Janice Hahn
FL12,2014,BILIRAKIS GUS M,Republican Party,Incumbent,870347.94,368603.32,499850,0,501676.54,416639.83,0,FL12,2014,719044,48.8,51.2,5,6,6.1,5.6,5.1,10.5,12.6,14.5,7.5,6.3,11.5,6.4,2.9,44.5,79.4,76.3,24.6,20.8,47.8,52.2,44.9,55.1,78.4,4.1,0.3,2.4,0,0.2,13,339767,Bilirakis,Gus,M,Gus Bilirakis,FL12,Gus Bilirakis,"$700,433 ",1,0,1,0,0,2014,Republican,2007,Bilirakis,Gus Bilirakis
NC04,2014,PRICE DAVID E.,Democratic Party,Incumbent,543593.23,225450.52,316889.97,0,386142.87,223097.48,0,NC04,2014,769734,48.5,51.5,6.5,6.4,6.5,7,10,17.4,14.4,11.6,5.8,4.1,5.9,3,1.3,32.7,77.4,71.5,12.5,10.2,48.1,51.9,41.5,58.5,48.5,30.9,0.3,5.5,0.1,0.4,11.7,332994,Price,David,E.,David Price,NC04,David Price,"$688,800 ",1,0,1,0,0,2014,Democrat,1997,Price,David Price
CA19,2014,LOFGREN ZOE,Democratic Party,Incumbent,790665.99,477013,302461.5,0,456462.53,910167.71,0,CA19,2014,746071,50.2,49.8,7.1,7.2,6.5,6.5,7.1,15.1,15,13.4,6.2,4.9,6.1,3.4,1.6,35.3,75.4,71.3,13.8,11.1,50,50,43.3,56.7,25.3,3.3,0.1,26.7,0.3,0.1,41.7,228926,Lofgren,Zoe,,Zoe Lofgren,CA19,Zoe Lofgren,"$682,507 ",1,0,1,0,0,2014,Democrat,1995,Lofgren,Zoe Lofgren
MA07,2014,CAPUANO MICHAEL E,Democratic Party,Incumbent,535086.62,158464.75,373254.47,0,389028.39,628541.25,0,MA07,2014,751062,48.1,51.9,5.4,4.5,4.7,7.6,11.8,21.4,13.1,11.4,4.9,4.4,6,3.3,1.5,32,82.7,75,13.4,10.9,47.4,52.6,41.9,58.1,43.1,22.9,0.3,9.2,0,1.5,20.2,305507,Capuano,Michael,E,Michael Capuano,MA07,Michael E. Capuano,"$653,147 ",1,0,1,0,0,2014,Democrat,1999,Capuano,Michael Capuano
OH09,2014,KAPTUR MARCY C HON.,Democratic Party,Incumbent,600775.46,157765.46,442810,0,339288.23,390182.74,0,OH09,2014,715447,48.7,51.3,5.9,6.2,6.4,6.5,7.4,13.5,12.2,14.4,7.2,5.8,7.7,4.6,2.2,38.4,77.7,73.2,17.7,14.5,47.9,52.1,41.8,58.2,70.8,14.8,0.2,1,0,0.2,10.2,348614,Kaptur,Marcy,C Hon.,Marcy Kaptur,OH09,Marcy Kaptur,"$652,304 ",1,0,1,0,0,2014,Democrat,1983,Kaptur,Marcy Kaptur
NY08,2014,JEFFRIES HAKEEM,Democratic Party,Incumbent,858859.25,502177.65,356390,0,396540.13,506969.18,0,NY08,2014,737529,45.8,54.2,6.7,5.9,6.4,6.1,7.6,15.6,13.2,13.7,6.2,5.4,7,4.3,1.9,36,77.4,73.2,16.6,13.2,44.4,55.6,38.1,61.9,21.8,54,0.3,5,0,0.8,16.8,302168,Jeffries,Hakeem,,Hakeem Jeffries,NY08,Hakeem Jeffries,"$650,169 ",1,0,1,0,0,2014,Democrat,2013,Jeffries,Hakeem Jeffries
FL25,2014,DIAZ-BALART MARIO,Republican Party,Incumbent,701216.12,283253.6,392976.31,0,433932.23,565755.06,0,FL25,2014,740305,48.9,51.1,5.5,5.4,6.4,6.4,7.5,13,14.1,15.4,5.7,5.1,8.6,5.3,1.7,39.5,78.7,74.8,18.3,15.5,48.5,51.5,43.3,56.7,18.5,7,0.1,1.8,0,0.3,72.1,261732,Diaz-Balart,Mario,,Mario Diaz-Balart,FL25,Mario Diaz-Balart,"$605,137 ",1,0,1,0,0,2014,Republican,2003,Diaz-Balart,Mario Diaz-Balart
SC04,2014,GOWDY TREY,Republican Party,Incumbent,546512.32,213203.42,333308.9,0,405150.82,412318.18,0,SC04,2014,690796,48.1,51.9,6.4,6.8,6.5,6.9,7.2,12.9,13,13.9,6.8,5.5,8.3,4.1,1.7,37.8,76.1,71.6,17.1,14.1,47.4,52.6,42.3,57.7,68.4,19.2,0.3,2.4,0.1,0.2,8.2,292930,Gowdy,Trey,,Trey Gowdy,SC04,Trey Gowdy,"$588,778 ",1,0,1,0,0,2014,Republican,2011,Gowdy,Trey Gowdy
TN06,2014,BLACK DIANE L MRS.,Republican Party,Incumbent,983264.44,332153.2,636582.37,0,375270.37,927539.4,0,TN06,2014,724274,49.4,50.6,5.7,6.4,6.6,6.5,6.5,11.3,12.7,14.5,6.7,6.4,9.9,4.9,1.7,40.8,77.1,73.5,20.6,16.5,48.5,51.5,45,55,89.2,4.6,0.1,0.8,0.1,0.1,3.8,309958,Black,Diane,L Mrs.,Diane Black,TN06,Diane Black,"$587,242 ",1,0,1,0,0,2014,Republican,2011,Black,Diane Black
NJ08,2014,SIRES ALBIO,Democratic Party,Incumbent,424359.04,190359.04,233500,0,488896.05,95484.87,0,NJ08,2014,758406,49.8,50.2,7.3,5.7,5.2,5.4,7.3,20.3,15.5,13.3,5.7,4.3,5.5,3,1.4,34.3,78.6,75.1,12.1,9.9,49.4,50.6,42.2,57.8,25.5,8.4,0.1,8.2,0,1.5,55.1,302789,Sires,Albio,,Albio Sires,NJ08,Albio Sires,"$581,949 ",1,0,1,0,0,2014,Democrat,2006,Sires,Albio Sires
AR03,2014,WOMACK STEVE,Republican Party,Incumbent,656399.98,251200,404918.28,0,368125.13,695384.08,0,AR03,2014,757765,49.5,50.5,7.1,7.7,6.8,6.7,8,13.8,12.8,12.5,5.9,5.5,7.6,4.1,1.5,34.9,74.7,70.1,16.1,13.2,49,51,44.5,55.5,76.2,3.3,1.1,2.8,0,0.2,13.6,320134,Womack,Steve,,Steve Womack,AR03,Steve Womack,"$574,943 ",1,0,1,0,0,2014,Republican,2011,Womack,Steve Womack
TX30,2014,JOHNSON EDDIE BERNICE,Democratic Party,Incumbent,419713.66,142963.66,272250,0,314099.68,173434.44,0,TX30,2014,746336,48.9,51.1,8.3,8.3,7.6,6.7,7.3,15.5,13.2,13.1,5.9,4.8,5.5,2.8,1,32.6,71.6,67.8,11.9,9.3,47.9,52.1,39.8,60.2,16.1,42.7,0.1,1.7,0,0.1,37.9,276320,Johnson,Eddie,Bernice,Eddie Johnson,TX30,Eddie Bernice Johnson,"$546,099 ",1,0,1,0,0,2014,Democrat,1993,Johnson,Eddie Johnson
NY09,2014,CLARKE YVETTE D,Democratic Party,Incumbent,430875.65,157324,269715,0,361481.96,99228.77,77748.62,NY09,2014,735408,45.3,54.7,7.1,6,5.9,6,7.6,16.8,13.4,12.7,6.3,5.6,7.4,3.6,1.6,35.4,77.4,73.4,15.9,12.6,44.3,55.7,40,60,31.3,48.6,0.2,7.4,0,0.5,10.5,293079,Clarke,Yvette,D,Yvette Clarke,NY09,Yvette D. Clarke,"$534,975 ",1,0,1,0,0,2014,Democrat,2007,Clarke,Yvette Clarke
AZ06,2014,SCHWEIKERT DAVID,Republican Party,Incumbent,900648.86,464084.51,165502.54,100000,844715.02,85503.76,406620.3,AZ06,2014,737884,49.4,50.6,5.2,6.2,6.1,5.6,6.1,13.3,12.8,14.6,7.2,6.6,9.8,4.5,2,41.2,78.9,75.9,20.2,16.3,48.7,51.3,45.4,54.6,73.6,2.8,1.3,3.9,0,0.2,15.8,353615,Schweikert,David,,David Schweikert,AZ06,David Schweikert,"$533,363 ",1,0,1,0,0,2014,Republican,2011,Schweikert,David Schweikert
PA02,2014,FATTAH CHAKA MR.,Democratic Party,Incumbent,371527.6,113946.72,254900,0,395059.63,6336.74,0,PA02,2014,712372,46.1,53.9,5.9,5.3,5.6,7.4,10.2,16.9,11.2,12.1,6.1,5.8,7.5,3.8,2.1,34,79.9,73.2,16.9,13.3,44.8,55.2,38.1,61.9,29.8,57.6,0.1,4.6,0,0.1,5.8,332666,Fattah,Chaka,Mr.,Chaka Fattah,PA02,Chaka Fattah,"$524,913 ",1,0,1,0,0,2014,Democrat,1995,Fattah,Chaka Fattah
NY06,2014,MENG GRACE,Democratic Party,Incumbent,920560.88,756129.53,163955.34,125.1,466300.82,518859.25,0,NY06,2014,721108,47.8,52.2,5.4,5.3,5,4.6,5.9,14.8,14.8,14.4,7.6,6.4,8.2,5,2.7,41.1,81.4,78.5,19.7,15.9,47.2,52.8,41.7,58.3,37.6,2.8,0.2,38.7,0.1,0.3,18.6,286900,Meng,Grace,,Grace Meng,NY06,Grace Meng,"$518,819 ",1,0,1,0,0,2014,Democrat,2013,Meng,Grace Meng
TX02,2014,POE TED,Republican Party,Incumbent,747259.85,483496.55,266037.07,0,347046.13,1832812.32,0,TX02,2014,722575,51.3,48.7,7,6.9,6.4,5.9,7,16.6,14.2,14,6.1,5.5,6.7,2.7,0.9,35.1,75.8,72.4,13.3,10.3,50.7,49.3,45.8,54.2,51.3,7.9,0.3,7.4,0.1,0.3,31.3,285059,Poe,Ted,,Ted Poe,TX02,Ted Poe,"$507,175 ",1,0,1,0,0,2014,Republican,2005,Poe,Ted Poe
CA40,2014,ROYBAL-ALLARD LUCILLE,Democratic Party,Incumbent,341984.75,98168.85,242800,0,296116.28,80026.65,0,CA40,2014,718451,49.4,50.6,8.7,8.2,8,8.9,9.8,14.7,15.1,11.1,4.4,3.4,4.4,2.3,1,29.3,69.7,64,9.5,7.6,49.4,50.6,43.4,56.6,4.9,4.5,0.1,2.1,0.2,0.1,87.7,183667,Roybal-Allard,Lucille,,Lucille Roybal-Allard,CA40,Lucille Roybal-Allard,"$498,231 ",1,0,1,0,0,2014,Democrat,1993,Roybal-Allard,Lucille Roybal-Allard
OH11,2014,FUDGE MARCIA L,Democratic Party,Incumbent,670845.68,128320.35,538735.52,0,345566.2,525382.35,0,OH11,2014,692794,46.4,53.6,6.1,6,6.2,7.2,7.9,13.3,11.2,13.2,7.4,6.4,7.9,4.9,2.4,38.1,77.7,72.6,18.9,15.2,45.5,54.5,38.2,61.8,37.6,53.5,0.2,2.1,0,0.2,3.8,363465,Fudge,Marcia,L,Marcia Fudge,OH11,Marcia L. Fudge,"$497,385 ",1,0,1,0,0,2014,Democrat,2008,Fudge,Marcia Fudge
KY04,2014,MASSIE THOMAS H.,Republican Party,Incumbent,547487.06,308169.25,238177.53,0,395146.74,275409.43,25000,KY04,2014,736293,49.6,50.4,6.6,7,7.2,6.4,5.8,12.8,13.5,14.6,6.9,6.1,7.9,3.7,1.6,38.4,75.3,71.6,16.8,13.2,49,51,44.3,55.7,90.4,3.4,0.1,1.2,0.1,0.1,3,303324,Massie,Thomas,H.,Thomas Massie,KY04,Thomas Massie,"$478,876 ",1,0,1,0,0,2014,Republican,2012,Massie,Thomas Massie
FL14,2014,CASTOR KATHY,Democratic Party,Incumbent,509663.92,258299.39,247200,0,325093.77,730399.94,0,FL14,2014,733381,48.1,51.9,6.5,6.6,5.6,6,7.6,16.6,13.4,13.6,6.3,5.4,6.9,4,1.6,35.6,77.6,73.7,15.6,12.5,47.6,52.4,42.1,57.9,41.6,24.5,0.2,3,0,0.5,28.2,335940,Castor,Kathy,,Kathy Castor,FL14,Kathy Castor,"$472,947 ",1,0,1,0,0,2014,Democrat,2007,Castor,Kathy Castor
IL07,2014,DAVIS DANNY K. MR.,Democratic Party,Incumbent,368778.54,66450.68,301033.2,0,291630.02,283752.1,59083.71,IL07,2014,720325,47.7,52.3,6.4,5.6,5.8,6.7,8.6,19,13.7,12.2,5.6,5.3,6.2,3.5,1.3,33.7,78.4,73.8,14.1,11,46.9,53.1,40.2,59.8,28.4,50.8,0,6.2,0,0.3,12.6,337400,Davis,Danny,K. Mr.,Danny Davis,IL07,Danny K. Davis,"$469,170 ",1,0,1,0,0,2014,Democrat,1997,Davis,Danny Davis
IL04,2014,GUTIERREZ LUIS V,Democratic Party,Incumbent,180404.8,35303.27,135975,0,322241.83,212556.13,0,IL04,2014,712077,50.3,49.7,7.9,7.8,7.4,7.1,7.9,18.1,15.2,11.9,4.9,4.1,4.5,2.1,1.1,31.3,72.4,68.2,9.8,7.7,50.4,49.6,44.8,55.2,20.8,4.1,0.2,3.3,0.1,0.1,70.5,246216,Gutierrez,Luis,V,Luis Gutierrez,IL04,Luis V. Gutierrez,"$408,968 ",1,0,1,0,0,2014,Democrat,1993,Gutierrez,Luis Gutierrez
AZ08,2014,FRANKS TRENT,Republican Party,Incumbent,237744.97,105731.1,131925,0,218433.22,14861.69,275586.4,AZ08,2014,741374,47.5,52.5,5.9,6.5,6.6,6.1,5.2,11.3,12.4,12.7,6,6.2,11.8,6.6,2.9,42,77.1,73.8,25.1,21.2,47.1,52.9,45.1,54.9,71.4,3.4,0.9,3.1,0.1,0,18.4,328064,Franks,Trent,,Trent Franks,AZ08,Trent Franks,"$369,180 ",1,0,1,0,0,2014,Republican,2003,Franks,Trent Franks
OK01,2014,BRIDENSTINE JAMES FREDERICK,Republican Party,Incumbent,561012.27,417525.73,141310,0,269296.96,306505.78,0,OK01,2014,773208,48.7,51.3,7.2,6.9,7.1,6.5,6.8,14.1,12.8,13,6.8,5.5,7.5,4,1.7,36,74.7,70.9,16.5,13.2,47.9,52.1,43.1,56.9,65.9,8.4,5.2,2.1,0,0.1,10.4,337738,Bridenstine,James,Frederick,James Bridenstine,OK01,James Bridenstine,"$365,520 ",1,0,1,0,0,2014,Republican,2013,Bridenstine,James Bridenstine
IL01,2014,RUSH BOBBY LEE,Democratic Party,Incumbent,259031,22531,236500,0,238832.16,44637.13,25589.43,IL01,2014,718967,46.4,53.6,6,5.7,6.7,7.8,7.5,11.8,12.1,14.9,7.2,5.8,7.4,5.1,2.1,38.9,77.4,72.1,18,14.6,45.5,54.5,39.6,60.4,35.5,51,0.2,2.3,0,0.2,9.4,301385,Rush,Bobby,Lee,Bobby Rush,IL01,Bobby L. Rush,"$344,604 ",1,0,1,0,0,2014,Democrat,1993,Rush,Bobby Rush
NY15,2014,SERRANO JOSE E.,Democratic Party,Incumbent,161690.07,24315.07,134750,0,137551.32,40856.38,0,NY15,2014,747271,46.6,53.4,8.3,7.7,7.4,8.2,9,15,13.1,13,5.3,4.3,5.2,2.7,0.9,31,71.9,66.7,11,8.7,45.5,54.5,37.6,62.4,2.9,28.6,0.2,2.2,0,0.7,64.7,261438,Serrano,Jose,E.,Jose Serrano,NY15,Jose E. Serrano,"$165,918 ",1,0,1,0,0,2014,Democrat,1989,Serrano,Jose Serrano
TN08,2014,FINCHER STEVE MR.,Republican Party,Incumbent,1412649.42,754507.64,634930.42,0,446264.53,2415949.16,0,TN08,2014,710335,48.7,51.3,5.8,6.8,7.1,6.8,6.1,10.8,13.2,14.4,7.1,6.4,9,4.6,1.8,40.4,76.3,72.3,19.5,15.5,48.2,51.8,43.7,56.3,73.5,20.3,0.2,2,0,0.1,2.6,293438,Fincher,Steve,Mr.,Steve Fincher,TN08,Steve Fincher,"$629,223 ",1,0,1,0,0,2014,Republican,2011,Fincher,Steve Fincher
WY01,2014,LUMMIS CYNTHIA MARIE,Republican Party,Incumbent,268404.64,95528,172750,0,171223.42,220823.44,0,WY01,2014,582658,51.1,48.9,6.6,7.1,6.6,6.1,7.7,14,12,12.8,7.2,6.6,8,3.6,1.8,36.6,76,72,17.2,13.3,50.7,49.3,47.1,52.9,84.7,1.3,2,0.9,0,0.1,8.9,265471,Lummis,Cynthia,Marie,Cynthia Lummis,WY01,Cynthia Marie Lummis,"$300,949 ",1,0,1,0,0,2014,Republican,2009,Lummis,Cynthia Lummis
IN03,2014,STUTZMAN MARLIN A,Republican Party,Incumbent,1024756.43,435617.84,574504.32,0,689818.08,488741.67,19170.02,IN03,2014,729747,49.3,50.7,6.8,7.5,7.1,7.2,6.6,12.4,12.5,13.3,6.8,6,7.8,3.9,2.1,36.9,74.2,70,17.1,13.8,48.7,51.3,43.3,56.7,84.4,6,0.1,1.6,0,0.3,5.8,312847,Stutzman,Marlin,A,Marlin Stutzman,IN03,Marlin Stutzman,"$1,061,403 ",1,0,1,0,0,2014,Republican,2010,Stutzman,Marlin Stutzman
NY13,2014,RANGEL CHARLES B,Democratic Party,Incumbent,1407162.98,903107.89,403450,100000,1391149.93,21046.47,100000,NY13,2014,765391,48.3,51.7,7,5.3,5.5,6,8.8,18.7,13.6,13,5.3,5.5,6.4,3.3,1.7,34.4,78.8,74.6,14.8,11.4,47.2,52.8,38.2,61.8,14.3,24.8,0.3,4,0.1,0.8,54.6,294550,Rangel,Charles,B,Charles Rangel,NY13,Charles B. Rangel,"$1,515,860 ",1,0,1,0,0,2014,Democrat,1971,Rangel,Charles Rangel
OH12,2014,TIBERI PATRICK J.,Republican Party,Incumbent,2565858.99,892773.93,1658692.32,0,1597626,2537142.69,0,OH12,2014,744647,49.2,50.8,6.3,7,7,6.8,6.5,12.5,13.8,14.7,6.6,6,7.7,3.8,1.5,37.8,75.5,71.1,16.5,12.9,48.8,51.2,43.8,56.2,86.2,4.5,0.2,3.3,0,0.1,2.8,302430,Tiberi,Patrick,J.,Patrick Tiberi,OH12,Patrick J. Tiberi,"$2,358,505 ",1,0,1,0,0,2014,Republican,2001,Tiberi,Patrick Tiberi
CA39,2014,ROYCE ED MR.,Republican Party,Incumbent,2454724.13,1489195.95,904556.33,0,1369394.5,1651229.04,4549.59,CA39,2014,721014,49.1,50.9,5.4,5.7,6.4,7.5,7.6,13.8,13.1,15,6.7,6,7.1,3.7,2,37.7,77.7,73.5,16,12.8,48.6,51.4,44.3,55.7,32.6,2.1,0.2,29.1,0.4,0.1,33.3,236526,Royce,Ed,Mr.,Ed Royce,CA39,Ed Royce,"$1,743,860 ",1,0,1,0,0,2014,Republican,1993,Royce,Ed Royce
TX32,2014,SESSIONS PETE MR.,Republican Party,Incumbent,2024270.24,970943.59,1008216.1,0,2402692.55,740280.36,0,TX32,2014,718713,49.1,50.9,6.8,7,6.1,6.7,6.9,15.5,13.9,14.4,6.6,5.4,6.3,3.2,1.4,35.7,76.2,72.1,13.8,10.9,48.6,51.4,44.4,55.6,50.5,13.2,0.3,7.5,0,0.1,25.6,297080,Sessions,Pete,Mr.,Pete Sessions,TX32,Pete Sessions,"$3,015,805 ",1,0,1,0,0,2014,Republican,1997,Sessions,Pete Sessions
CA13,2014,LEE BARBARA,Democratic Party,Incumbent,840085.25,613738.75,225775,0,731856.03,153409.81,0,CA13,2014,732753,49.6,50.4,5.6,5.5,5.3,5.9,8,17.1,14.6,13.2,6,6.1,7.1,3.6,1.9,36.7,80.6,76.2,16.2,12.6,48.6,51.4,43.5,56.5,33.8,18.1,0.4,20.7,0.6,0.3,21.4,301497,Lee,Barbara,,Barbara Lee,CA13,Barbara Lee,"$1,100,730 ",1,0,1,0,0,2014,Democrat,1998,Lee,Barbara Lee
MD03,2014,SARBANES JOHN PETER SPYROS,Democratic Party,Incumbent,712975.37,712975.37,0,0,508787.32,933086.16,0,MD03,2014,740451,48.7,51.3,6.1,6.1,6,5.7,6.8,16.4,13.3,13.2,6.5,6,7.5,4.2,2.1,37.3,78.3,74.8,17.5,13.8,47.9,52.1,41.3,58.7,61.1,21.3,0.1,6.3,0.1,0.3,7.8,305978,Sarbanes,John,Peter Spyros,John Sarbanes,MD03,John Sarbanes,"$756,851 ",1,0,1,0,0,2014,Democrat,2007,Sarbanes,John Sarbanes
OH03,2014,BEATTY JOYCE,Democratic Party,Incumbent,583812.84,148412.62,432934.04,0,311153.34,355005.84,27500,OH03,2014,739980,48.4,51.6,7.7,7,6.5,7,8.3,17.4,13,12.7,5.7,4.7,5.4,2.9,1.5,32.5,75.3,70,12.4,9.9,47.5,52.5,42.3,57.7,54.2,32,0.1,3.6,0,0.3,5.9,332466,Beatty,Joyce,,Joyce Beatty,OH03,Joyce Beatty,"$612,031 ",1,0,1,0,0,2014,Democrat,2013,Beatty,Joyce Beatty
CA38,2014,SANCHEZ LINDA,Democratic Party,Incumbent,989112.15,249305.21,735902.74,0,577495.32,527631.59,0,CA38,2014,725481,48.4,51.6,6.6,6.4,6.8,7,8.2,13.5,13.1,13.5,6.3,5.6,6.9,4,2.1,36,75.8,71.5,16.4,13,47.7,52.3,41.1,58.9,17.6,4.1,0.3,14.9,0.5,0.3,60.6,220354,Sanchez,Linda,,Linda Sanchez,CA38,Linda Sanchez,"$1,027,338 ",1,0,1,0,0,2014,Democrat,2013,Sanchez,Linda Sanchez
NC08,2014,HUDSON RICHARD L. JR.,Republican Party,Incumbent,1151493.19,376946.9,696538.66,0,653142.04,573856.25,8950,NC08,2014,744074,48.7,51.3,6.2,7.1,7.3,6.9,6.6,11.7,13.5,14.3,6.1,6.4,8.4,4.1,1.6,38.5,75.5,71.1,17.9,14,48.3,51.7,43.8,56.2,62.8,18.3,7.1,1.2,0,0.3,8.5,310894,Hudson,Richard,L. Jr.,Richard Hudson,NC08,Richard Hudson,"$1,143,349 ",1,0,1,0,0,2014,Republican,2013,Hudson,Richard Hudson
CA30,2014,SHERMAN BRAD,Democratic Party,Incumbent,1049693.37,461845,455239,85514,1029462.67,68009.19,286311.55,CA30,2014,744617,49.8,50.2,5.9,5.4,5.7,6.2,6.8,14.8,14.6,14.1,6.8,5.9,7.5,3.9,2.4,38.9,79.1,75.7,17.1,13.8,49.3,50.7,44.8,55.2,49.6,3.8,0.1,12.2,0.1,0.3,30.6,282541,Sherman,Brad,,Brad Sherman,CA30,Brad Sherman,"$842,753 ",1,0,1,0,0,2014,Democrat,1997,Sherman,Brad Sherman
VT01,2014,WELCH PETER,Democratic Party,Incumbent,838950.57,301607.8,533416.77,0,533832.07,1544219.69,0,VT01,2014,626630,49.3,50.7,4.8,5.7,5.5,7,7.3,11.2,11.6,15.2,7.8,7.4,9.6,4.8,2.1,42.5,80.2,75.4,20.6,16.4,48.7,51.3,45.5,54.5,94,1.1,0.3,1.2,0,0,1.5,323936,Welch,Peter,,Peter Welch,VT01,Peter Welch,"$700,782 ",1,0,1,0,0,2014,Democrat,2007,Welch,Peter Welch
IN05,2014,BROOKS SUSAN MRS.,Republican Party,Incumbent,1224396.95,668764.11,526669.65,0,619727.66,779790.81,0,IN05,2014,743062,48.9,51.1,6,7.8,7,6.2,5.9,13.3,14.3,14.7,6.2,5.7,7.4,3.8,1.8,37.6,75.1,71.8,16.3,13,48.1,51.9,43.3,56.7,82.6,7.7,0.1,3.4,0,0.4,3.9,312203,Brooks,Susan,Mrs.,Susan Brooks,IN05,Susan Brooks,"$1,018,137 ",1,0,1,0,0,2014,Republican,2013,Brooks,Susan Brooks
MD05,2014,HOYER STENY HAMILTON,Democratic Party,Incumbent,3088426.3,969131,1866625,0,2368387.12,1497071.27,0,MD05,2014,752393,48.7,51.3,6,6,6.9,8,7.6,12.1,13.2,16.4,7.1,5.6,6.9,2.9,1.4,37.8,76.7,71.6,14.5,11.2,48.1,51.9,44.6,55.4,47.8,37.7,0.4,4.1,0.1,0.2,7.4,274878,Hoyer,Steny,Hamilton,Steny Hoyer,MD05,Steny H. Hoyer,"$3,843,175 ",1,0,1,0,0,2014,Democrat,1981,Hoyer,Steny Hoyer
OR03,2014,BLUMENAUER EARL,Democratic Party,Incumbent,879570.41,277863.59,600376.79,0,872380.68,639834.97,0,OR03,2014,797199,49.7,50.3,6.1,6,5.4,5.2,6.7,17.7,15.4,13.1,6.7,6,7,3.2,1.6,36.8,79.4,76,15.3,11.8,49.3,50.7,43.5,56.5,72.5,5.1,0.5,6.2,0.6,0.2,11,333332,Blumenauer,Earl,,Earl Blumenauer,OR03,Earl Blumenauer,"$1,177,555 ",1,0,1,0,0,2014,Democrat,1996,Blumenauer,Earl Blumenauer
CA02,2014,HUFFMAN JARED MR,Democratic Party,Incumbent,890468.53,426964.86,285796.17,0,745192.2,333255.87,279.14,CA02,2014,713816,50.2,49.8,5.4,5.8,5.9,6,5.5,11.1,12.7,14.3,8.2,7.7,10.2,5.1,2.1,43.1,79.5,75.4,21.9,17.4,49.6,50.4,45.6,54.4,71.2,1.3,1.8,3.6,0.2,0.6,17.8,319742,Huffman,Jared,Mr,Jared Huffman,CA02,Jared Huffman,"$712,985 ",1,0,1,0,0,2014,Democrat,2013,Huffman,Jared Huffman
TX06,2014,BARTON JOE LINUS,Republican Party,Incumbent,942019.46,253779,475705.84,0,1292654.52,555291.85,0,TX06,2014,730955,48.4,51.6,7.4,7.3,7.7,7.7,6.3,13.8,13.9,14.4,6.1,4.9,6.4,2.9,1,34.9,73,68.5,13,10.4,47.7,52.3,43.3,56.7,52.6,19.1,0.3,4.8,0,0.1,21.1,277990,Barton,Joe,Linus,Joe Barton,TX06,Joe Barton,"$1,659,548 ",1,0,1,0,0,2014,Republican,1985,Barton,Joe Barton
MS04,2014,PALAZZO STEVEN MCCARTY,Republican Party,Incumbent,841106.69,395743.62,436619.38,0,984818.55,126084.31,50710.46,MS04,2014,758257,49.4,50.6,6.8,7.5,6.2,6.8,7.7,13.4,12.2,13.4,6.6,5.5,8.2,4.2,1.4,36.1,75.7,71.2,17,13.8,48.6,51.4,44,56,69.2,23.8,0.3,1.5,0,0.2,3.8,330734,Palazzo,Steven,Mccarty,Steven Palazzo,MS04,Steven Palazzo,"$1,178,696 ",1,0,1,0,0,2014,Republican,2011,Palazzo,Steven Palazzo
IL16,2014,KINZINGER ADAM,Republican Party,Incumbent,1552116.9,648411.59,890501.54,0,1093469.87,558634.61,0,IL16,2014,697856,49.7,50.3,5.6,6.1,6.6,7.4,7,11.6,11.9,14.5,7.5,5.8,8.8,4.6,2.5,40.2,77.4,72.8,19.4,16,49,51,44.4,55.6,84.6,3.7,0.1,1.2,0,0.1,9,297023,Kinzinger,Adam,,Adam Kinzinger,IL16,Adam Kinzinger,"$1,377,467 ",1,0,1,0,0,2014,Republican,2011,Kinzinger,Adam Kinzinger
